Name,Price,Bottle size
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VILLA MARIA PRIVATE BIN EAST COAST CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1985"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VILLA SANDI IL FRESCO PROSECCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2195.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2409"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VILLA SANDI MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2200.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1568"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VILLA SANDI PINOT GRIGIO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2350.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1569"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1990.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1407"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1990.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-641"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA GRAN RESERVA CARMENERE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3150.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1940"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA RESERVA CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1942"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA RESERVA CARMENERE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1943"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA RESERVA MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1944"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA RESERVA PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1945"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINA TARAPACA RESERVA SYRAH</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1946"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINOLOGIST DRY ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2595.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1479"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINTALES CROWDED CAFE CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1590.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-781"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINTALES LAST CALL SHIRAZ</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1690.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-780"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VINTALES LAZY DAYS CHENIN BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1690.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1014"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VIRTO EDIZIONE GOURMET VINO BIANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1599.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-777"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VIRTO EDIZIONE GOURMET VINO ROSSO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1599.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-778"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VIVO BLANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-776"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VOLCANES DE CHILE RESERVA CARMENERE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1981"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VOLCANES DE CHILE RESERVA PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2254"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">VOLCANES DE CHILE TECTONIA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5200.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1980"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WEINGUT HEINZ GEWURZTRAMINER FEINFRUCHTIG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2700.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-774"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WEINGUT HEINZ PINOT NOIR TROCKEN</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2700.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-773"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WENTE VINEYARDS MORNING FOG CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3300.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2248"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WHISPERING ANGEL</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-704"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WILLIAM HARDY CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2700.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-771"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOLFBERGER SIGNATURE GEWURZTRAMINER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2193"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOLFBERGER SIGNATURE PINOT GRIS</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3675.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2206"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOLFBERGER SIGNATURE PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3875.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2049"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-770"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3425.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-769"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3275.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-768"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI MOSCATO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2750.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-767"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI PINOT GRIGIO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1488"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3425.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-766"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3425.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-765"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI WHITE ZINFANDEL</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3425.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1489"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">WOODBRIDGE BY ROBERT MONDAVI ZINFANDEL</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3425.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-764"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">XENIUS VINO BIANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1770.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2132"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL BUBBLES ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2675.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-672"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2295.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-671"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2295.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-670"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL PINK MOSCATO ROSE WINE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2295.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-98"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL RED MOSCATO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2295.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1426"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL RESERVE SHIRAZ</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2544"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL SHIRAZ</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2295.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-668"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL WHISKY BARREL AGED CAB SAUV</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2750.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2517"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YELLOW TAIL WHITE MOSCATO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2295.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-667"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YVON MAU CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1750.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-600"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YVON MAU COLOMBARD CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1720.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-606"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">YVON MAU MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1720.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-610"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZARDETTO PRIVATE CUVEE BRUT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2050.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-661"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZONIN SOAVE VENTITERRE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2180.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2554"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZONIN VALPOLICELLA VENTITERRE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2390.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2194"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZONIN VINO VARIETALE CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1495.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2151"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZUCCARDI ALLUVIAL GUALTALLARY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>18500.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2086"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZUCCARDI CONCRETO MALBEC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>10950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-656"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZUCCARDI JOSE MALBEC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>10950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2015"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZUCCARDI Q CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-659"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZUCCARDI SERIE A MALBEC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3595.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-658"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ZUCCARDI SERIEA TORRONTES</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-657"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">AMSTEL INTERNATIONAL STRONG BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>150.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1594"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HEINEKEN INDIA LAGER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>230.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-652"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">KINGFISHER ULTRA WITBIER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>140.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1281"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">KINGFISHER ULTRA BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-727"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">KINGFISHER ULTRA MAX</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>160.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1340"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">KINGFISHER PREMIUM BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-726"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">KINGFISHER STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-737"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">LONDON PILSNER BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>140.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-728"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">LONDON PILSNER STRONG BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>165.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-738"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HEINEKEN SILVER MALT LAGER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>230.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2270"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
